Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,21,Darnell Sweeney,TOP,"Called Strike, Ball, Swinging Strike, 21 Darnell Sweeney putout (fly out to left field) for out number 1",1,2,,1,,M Shawarun,
2,16,Hunter Clanin,TOP,"Called Strike, Ball, Swinging Strike, 16 Hunter Clanin putout (fly out to center field) for out number 2",1,2,,1,,M Shawarun,
3,3,Jordan Barth,TOP,"Ball, Foul, Ball, Foul, Foul, 3 Jordan Barth putout (2-3) for out number 3",2,2,,1,,M Shawarun,
4,20,Blake Tiberi,BOTTOM,"Called Strike, Ball, 20 Blake Tiberi putout (fly out to right field) for out number 1",1,1,,,1,,Ty Culbreth
5,17,Thomas Jones,BOTTOM,"Ball, Swinging Strike, Ball, 17 Thomas Jones advances to 1st (single)",2,1,1,,,,Ty Culbreth
6,7,Demetrius Sims,BOTTOM,7 Demetrius Sims putout (fly out to right field) for out number 2,0,0,,,1,,Ty Culbreth
7,4,Steven Sensley,BOTTOM,"Called Strike, Foul, Pickoff attempt at 1st base (pitcher to first baseman), Ball, Ball, 17 Thomas Jones putout (caught stealing: CS 2-5) for out number 3",2,2,,,1,,Ty Culbreth
8,11,Jabari Henry,TOP,"Ball, 11 Jabari Henry advances to 1st (single)",1,0,1,,,M Shawarun,
9,20,Mike Hart,TOP,"Ball, 20 Mike Hart putout (fly out to left field)for out number 1",1,0,,1,,M Shawarun,
10,5,Trevor Achenbach,TOP,"Ball, 11 Jabari Henry Scores Earned (5), 5 TrevorAchenbach Scores Earned (home run)",1,0,1,,,M Shawarun,
11,15,Welington Dotel,TOP,15 Welington Dotel putout (L9) for out number 2,0,0,,1,,M Shawarun,
12,35,Shamoy Christopher,TOP,"Ball, Swinging Strike, Foul, Foul, 35 Shamoy Christopher putout (L8) for out number 3",1,2,,1,,M Shawarun,
13,4,Steven Sensley,BOTTOM,"Ball, Ball, Foul, Foul, 4 Steven Sensley advancesto 2nd (double)",2,2,1,,,,Ty Culbreth
14,9,Marcus Chiu,BOTTOM,"Ball, 4 Steven Sensley advances to 3rd (9), 9 Marcus Chiu putout (1-3 SH) for out number 1",1,0,,,1,,Ty Culbreth
15,25,Curtis Terry,BOTTOM,"Ball, Ball, 4 Steven Sensley Scores Earned (25), 25 Curtis Terry Scores Earned (home run)",2,0,1,,,,Ty Culbreth
16,15,Kevin Maitan,BOTTOM,"Foul, Called Strike, 15 Kevin Maitan putout (3U) for out number 2",0,2,,,1,,Ty Culbreth
17,13,Brian Rey,BOTTOM,"Swinging Strike, Ball, Foul, Ball, Ball, 13 BrianRey putout (strike out swinging) for out number 3",3,2,,,1,,Ty Culbreth
18,0,Osvaldo Martinez,TOP,"Ball, 0 Osvaldo Martinez putout (6-3) for out number 1",1,0,,1,,M Shawarun,
19,21,Darnell Sweeney,TOP,"Foul, Foul, Foul, Ball, Ball, Foul, 21 Darnell Sweeney putout (strike out) for out number 2",2,2,,1,,M Shawarun,
