Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,1,Wyatt Ulrich,TOP,"Swinging Strike, Swinging Strike, 1 Wyatt Ulrich putout (4-3) for out number 1",0,2,,1,,D Feldman,
2,0,Osvaldo Martinez,TOP,"Swinging Strike, Swinging Strike, 0 Osvaldo Martinez putout (strike out swinging) for out number 2",0,2,,1,,D Feldman,
3,21,Darnell Sweeney,TOP,"Swinging Strike, Swinging Strike, Ball, Ball, 21 Darnell Sweeney Scores Earned (home run)",2,2,1,,,D Feldman,
4,11,Jabari Henry,TOP,"Ball, Foul, Ball, Ball, Swinging Strike, 11 JabariHenry putout (strike out swinging) for out number3",3,2,,1,,D Feldman,
5,11,Evan Alexander,BOTTOM,11 Evan Alexander putout (fly out to left field) for out number 1,0,0,,,1,,Neil Lang
6,13,Manuel Boscan,BOTTOM,"Swinging Strike, Ball, Foul, Foul, 13 Manuel Boscan putout (strike out swinging) for out number 2",1,2,,,1,,Neil Lang
7,22,Dillon Thomas,BOTTOM,"Swinging Strike, Ball, 22 Dillon Thomas putout (fly out to right field) for out number 3",1,1,,,1,,Neil Lang
8,20,Mike Hart,TOP,"Swinging Strike, 20 Mike Hart putout (3-1) for outnumber 1",0,1,,1,,D Feldman,
9,3,Jordan Barth,TOP,"Ball, Swinging Strike, Foul, Foul, 3 Jordan Barthputout (6-3) for out number 2",1,2,,1,,D Feldman,
10,16,Hunter Clanin,TOP,"Ball, 16 Hunter Clanin putout (5-3) for out number3",1,0,,1,,D Feldman,
11,4,Leobaldo Pina,BOTTOM,"Swinging Strike, Swinging Strike, Foul, 4 LeobaldoPina advances to 2nd (double to center field)",0,2,1,,,,Neil Lang
12,24,John Silviano,BOTTOM,"Swinging Strike, 24 John Silviano advances to 1st(single to center field), 4 Leobaldo Pina advancesto 3rd (24)",0,1,1,,,,Neil Lang
13,16,Correlle Prime,BOTTOM,"Ball, Swinging Strike, Ball, Foul, Ball, Foul, 24John Silviano advances to 2nd (wild pitch), 16 Correlle Prime putout (strike out swinging) for out number 1",3,2,,,1,,Neil Lang
14,2,Sam Dexter,BOTTOM,"Ball, 2 Sam Dexter advances to 3rd (triple to leftfield), 4 Leobaldo Pina Scores Earned (2), 24 John Silviano Scores Earned (2)",1,0,1,,,,Neil Lang
15,3,Nick Novak,BOTTOM,"Swinging Strike, Ball, Ball, Swinging Strike, Foul, 3 Nick Novak putout (strike out swinging) for out number 2",2,2,,,1,,Neil Lang
16,14,B.J. Lopez,BOTTOM,"Ball, Ball, Ball, Swinging Strike, 14 B.J. Lopez advances to 1st (walk)",3,1,,,,,Neil Lang
17,11,Evan Alexander,BOTTOM,"Swinging Strike, 11 Evan Alexander advances to 1st(single to right field), 14 B.J. Lopez advances to 2nd (11), 2 Sam Dexter Scores Earned (11)",0,1,1,,,,Neil Lang
18,13,Manuel Boscan,BOTTOM,"13 Manuel Boscan advances to 2nd (double to centerfield), 11 Evan Alexander Scores Earned (13), 14B.J. Lopez Scores Earned (13)",0,0,1,,,,Neil Lang
19,22,Dillon Thomas,BOTTOM,"Swinging Strike, Ball, Ball, Ball, 22 Dillon Thomas advances to 1st (walk)",3,1,,,,,Neil Lang
20,4,Leobaldo Pina,BOTTOM,"Swinging Strike, Swinging Strike, Foul, 4 LeobaldoPina putout (strike out swinging) for out number3",0,2,,,1,,Neil Lang
21,5,Trevor Achenbach,TOP,"Ball, Swinging Strike, Ball, Swinging Strike, 5 Trevor Achenbach putout (strike out swinging) for out number 1",2,2,,1,,D Feldman,
22,33,Tyler Ryan,TOP,"Foul, Swinging Strike, 33 Tyler Ryan putout (strike out swinging) for out number 2",0,2,,1,,D Feldman,
23,1,Wyatt Ulrich,TOP,"Ball, Ball, Ball, Swinging Strike, 1 Wyatt Ulrichputout (4-3) for out number 3",3,1,,1,,D Feldman,
24,24,John Silviano,BOTTOM,"Ball, Foul, 24 John Silviano putout (fly out to the left fielder in foul territory) for out number 1",1,1,,,1,,Neil Lang
25,16,Correlle Prime,BOTTOM,"Ball, Ball, 16 Correlle Prime advances to 1st (single to left field)",2,0,1,,,,Neil Lang
26,2,Sam Dexter,BOTTOM,2 Sam Dexter putout (fly out to center field) forout number 2,0,0,,,1,,Neil Lang
27,3,Nick Novak,BOTTOM,"Ball, 3 Nick Novak putout (fly out to center field) for out number 3",1,0,,,1,,Neil Lang
28,0,Osvaldo Martinez,TOP,"Ball, Swinging Strike, Ball, 0 Osvaldo Martinez putout (fly out to the first baseman in foul territory) for out number 1",2,1,,1,,D Feldman,
29,21,Darnell Sweeney,TOP,"Ball, Ball, Foul, Swinging Strike, Foul, 21 Darnell Sweeney advances to 2nd (double to center field)",2,2,1,,,D Feldman,
30,11,Jabari Henry,TOP,"Ball, Ball, Foul, 11 Jabari Henry putout (fly outto center field) for out number 2, 21 Darnell Sweeney putout (caught stealing: CS 2-4-5) for out number 3",2,1,,1,,D Feldman,
31,14,B.J. Lopez,BOTTOM,"Ball, Foul, Ball, Swinging Strike, 14 B.J. Lopez putout (strike out swinging) for out number 1",2,2,,,1,,Neil Lang
32,11,Evan Alexander,BOTTOM,"Ball, Ball, 11 Evan Alexander advances to 1st (single to center field), 11 Evan Alexander advances to 2nd (wild pitch)",2,0,1,,,,Neil Lang
33,13,Manuel Boscan,BOTTOM,"Ball, Foul, Swinging Strike, 11 Evan Alexander advances to 3rd (stolen base), Ball, Ball, 13 ManuelBoscan advances to 1st (walk)",3,2,,,,,Neil Lang
34,22,Dillon Thomas,BOTTOM,"Swinging Strike, 22 Dillon Thomas advances to 1st(single to center field), 13 Manuel Boscan advances to 2nd (22), 11 Evan Alexander Scores Earned (22)",0,1,1,,,,Neil Lang
